, True
, True
DUCHESS OF YORK, True
, True
Pleads he in earnest? look upon his face;, True
His eyes do drop no tears, his prayers are in jest;, True
His words come from his mouth, ours from our breast:, True
He prays but faintly and would be denied;, True
We pray with heart and soul and all beside:, True
His weary joints would gladly rise, I know;, True
Our knees shall kneel till to the ground they grow:, True
His prayers are full of false hypocrisy;, True
Ours of true zeal and deep integrity., True
Our prayers do out-pray his; then let them have, True
That mercy which true prayer ought to have., True
, True
HENRY BOLINGBROKE, True
, True
Good aunt, stand up., True
, True
DUCHESS OF YORK, True
, True
Nay, do not say, 'stand up;', True
Say, 'pardon' first, and afterwards 'stand up.', True
And if I were thy nurse, thy tongue to teach,, True
'Pardon' should be the first word of thy speech., True
I never long'd to hear a word till now;, True
Say 'pardon,' king; let pity teach thee how:, True
The word is short, but not so short as sweet;, True
No word like 'pardon' for kings' mouths so meet., True
, True
DUKE OF YORK, True
, True
Speak it in French, king; say, 'pardonne moi.', True
, True
DUCHESS OF YORK, True
, True
Dost thou teach pardon pardon to destroy?, True
Ah, my sour husband, my hard-hearted lord,, True
That set'st the word itself against the word!, True
Speak 'pardon' as 'tis current in our land;, True
The chopping French we do not understand., True
Thine eye begins to speak; set thy tongue there;, True
Or in thy piteous heart plant thou thine ear;, True
That hearing how our plaints and prayers do pierce,, True
Pity may move thee 'pardon' to rehearse., True
, True
HENRY BOLINGBROKE, True
, True
Good aunt, stand up., True
, True
DUCHESS OF YORK, True
, True
I do not sue to stand;, True
Pardon is all the suit I have in hand., True
, True
HENRY BOLINGBROKE, True
, True
I pardon him, as God shall pardon me., True
, True
DUCHESS OF YORK, True
, True
O happy vantage of a kneeling knee!, True
Yet am I sick for fear: speak it again;, True
Twice saying 'pardon' doth not pardon twain,, True
But makes one pardon strong., True
, True
HENRY BOLINGBROKE, True
, True
With all my heart, True
I pardon him., True
, True
DUCHESS OF YORK, True
, True
A god on earth thou art., True
, True
HENRY BOLINGBROKE, True
, True
But for our trusty brother-in-law and the abbot,, True
With all the rest of that consorted crew,, True
Destruction straight shall dog them at the heels., True
Good uncle, help to order several powers, True
To Oxford, or where'er these traitors are:, True
They shall not live within this world, I swear,, True
But I will have them, if I once know where., True
Uncle, farewell: and, cousin too, adieu:, True
Your mother well hath pray'd, and prove you true., True
, True
DUCHESS OF YORK, True
, True
Come, my old son: I pray God make thee new., True
, True
Exeunt, True
, True
SCENE IV. The same., True
, True
Enter EXTON and Servant, True
, True
EXTON, True
, True
Didst thou not mark the king, what words he spake,, True
'Have I no friend will rid me of this living fear?', True
Was it not so?, True
, True
Servant, True
, True
These were his very words., True
, True
EXTON, True
, True
'Have I no friend?' quoth he: he spake it twice,, True
And urged it twice together, did he not?, True
, True
Servant, True
, True
He did., True
, True
EXTON, True
, True
And speaking it, he wistly look'd on me,, True
And who should say, 'I would thou wert the man', True
That would divorce this terror from my heart;', True
Meaning the king at Pomfret. Come, let's go:, True
I am the king's friend, and will rid his foe., True
, True
Exeunt, True
, True
SCENE V. Pomfret castle., True
, True
Enter KING RICHARD, True
, True
KING RICHARD II, True
, True
I have been studying how I may compare, True
This prison where I live unto the world:, True
And for because the world is populous, True
And here is not a creature but myself,, True
I cannot do it; yet I'll hammer it out., True
My brain I'll prove the female to my soul,, True
My soul the father; and these two beget, True
A generation of still-breeding thoughts,, True
And these same thoughts people this little world,, True
In humours like the people of this world,, True
For no thought is contented. The better sort,, True
As thoughts of things divine, are intermix'd, True
With scruples and do set the word itself, True
Against the word:, True
As thus, 'Come, little ones,' and then again,, True
'It is as hard to come as for a camel, True
To thread the postern of a small needle's eye.', True
Thoughts tending to ambition, they do plot, True
Unlikely wonders; how these vain weak nails, True
May tear a passage through the flinty ribs, True
Of this hard world, my ragged prison walls,, True
And, for they cannot, die in their own pride., True
Thoughts tending to content flatter themselves, True
That they are not the first of fortune's slaves,, True
Nor shall not be the last; like silly beggars, True
Who sitting in the stocks refuge their shame,, True
That many have and others must sit there;, True
And in this thought they find a kind of ease,, True
Bearing their own misfortunes on the back, True
Of such as have before endured the like., True
Thus play I in one person many people,, True
And none contented: sometimes am I king;, True
Then treasons make me wish myself a beggar,, True
And so I am: then crushing penury, True
Persuades me I was better when a king;, True
Then am I king'd again: and by and by, True
Think that I am unking'd by Bolingbroke,, True
And straight am nothing: but whate'er I be,, True
Nor I nor any man that but man is, True
With nothing shall be pleased, till he be eased, True
With being nothing. Music do I hear?, True
, True
Music, True
Ha, ha! keep time: how sour sweet music is,, True
When time is broke and no proportion kept!, True
So is it in the music of men's lives., True
And here have I the daintiness of ear, True
To cheque time broke in a disorder'd string;, True
But for the concord of my state and time, True
Had not an ear to hear my true time broke., True
I wasted time, and now doth time waste me;, True
For now hath time made me his numbering clock:, True
My thoughts are minutes; and with sighs they jar, True
Their watches on unto mine eyes, the outward watch,, True
Whereto my finger, like a dial's point,, True
Is pointing still, in cleansing them from tears., True
Now sir, the sound that tells what hour it is, True
Are clamorous groans, which strike upon my heart,, True
Which is the bell: so sighs and tears and groans, True
Show minutes, times, and hours: but my time, True
Runs posting on in Bolingbroke's proud joy,, True
While I stand fooling here, his Jack o' the clock., True
This music mads me; let it sound no more;, True
For though it have holp madmen to their wits,, True
In me it seems it will make wise men mad., True
Yet blessing on his heart that gives it me!, True
For 'tis a sign of love; and love to Richard, True
Is a strange brooch in this all-hating world., True
, True
Enter a Groom of the Stable, True
, True
Groom, True
, True
Hail, royal prince!, True
, True
KING RICHARD II, True
, True
Thanks, noble peer;, True
The cheapest of us is ten groats too dear., True
What art thou? and how comest thou hither,, True
Where no man never comes but that sad dog, True
That brings me food to make misfortune live?, True
, True
Groom, True
, True
I was a poor groom of thy stable, king,, True
When thou wert king; who, travelling towards York,, True
With much ado at length have gotten leave, True
To look upon my sometimes royal master's face., True
O, how it yearn'd my heart when I beheld, True
In London streets, that coronation-day,, True
When Bolingbroke rode on roan Barbary,, True
That horse that thou so often hast bestrid,, True
That horse that I so carefully have dress'd!, True
, True
KING RICHARD II, True
, True
Rode he on Barbary? Tell me, gentle friend,, True
How went he under him?, True
, True
Groom, True
, True
So proudly as if he disdain'd the ground., True
, True
KING RICHARD II, True
, True
So proud that Bolingbroke was on his back!, True
That jade hath eat bread from my royal hand;, True
This hand hath made him proud with clapping him., True
Would he not stumble? would he not fall down,, True
Since pride must have a fall, and break the neck, True
Of that proud man that did usurp his back?, True
Forgiveness, horse! why do I rail on thee,, True
Since thou, created to be awed by man,, True
Wast born to bear? I was not made a horse;, True
And yet I bear a burthen like an ass,, True
Spurr'd, gall'd and tired by jouncing Bolingbroke., True
, True
Enter Keeper, with a dish, True
, True
Keeper, True
, True
Fellow, give place; here is no longer stay., True
, True
KING RICHARD II, True
, True
If thou love me, 'tis time thou wert away., True
, True
Groom, True
, True
What my tongue dares not, that my heart shall say., True
, True
Exit, True
, True
Keeper, True
, True
My lord, will't please you to fall to?, True
, True
KING RICHARD II, True
, True
Taste of it first, as thou art wont to do., True
, True
Keeper, True
, True
My lord, I dare not: Sir Pierce of Exton, who, True
lately came from the king, commands the contrary., True
, True
KING RICHARD II, True
, True
The devil take Henry of Lancaster and thee!, True
Patience is stale, and I am weary of it., True
, True
Beats the keeper, True
, True
Keeper, True
, True
Help, help, help!, True
, True
Enter EXTON and Servants, armed, True
, True
KING RICHARD II, True
, True
How now! what means death in this rude assault?, True
Villain, thy own hand yields thy death's instrument., True
, True
Snatching an axe from a Servant and killing him, True
Go thou, and fill another room in hell., True
, True
He kills another. Then Exton strikes him down, True
That hand shall burn in never-quenching fire, True
That staggers thus my person. Exton, thy fierce hand, True
Hath with the king's blood stain'd the king's own land., True
Mount, mount, my soul! thy seat is up on high;, True
Whilst my gross flesh sinks downward, here to die., True
, True
Dies, True
, True
EXTON, True
, True
As full of valour as of royal blood:, True
Both have I spill'd; O would the deed were good!, True
For now the devil, that told me I did well,, True
Says that this deed is chronicled in hell., True
This dead king to the living king I'll bear, True
Take hence the rest, and give them burial here., True
, True
Exeunt, True
, True
SCENE VI. Windsor castle., True
, True
Flourish. Enter HENRY BOLINGBROKE, DUKE OF YORK, with other Lords, and Attendants, True
, True
HENRY BOLINGBROKE, True
, True
Kind uncle York, the latest news we hear, True
Is that the rebels have consumed with fire, True
Our town of Cicester in Gloucestershire;, True
But whether they be ta'en or slain we hear not., True
, True
Enter NORTHUMBERLAND, True
Welcome, my lord what is the news?, True
, True
NORTHUMBERLAND, True
, True
First, to thy sacred state wish I all happiness., True
The next news is, I have to London sent, True
The heads of Oxford, Salisbury, Blunt, and Kent:, True
The manner of their taking may appear, True
At large discoursed in this paper here., True
, True
HENRY BOLINGBROKE, True
, True
We thank thee, gentle Percy, for thy pains;, True
And to thy worth will add right worthy gains., True
, True
Enter LORD FITZWATER, True
, True
LORD FITZWATER, True
, True
My lord, I have from Oxford sent to London, True
The heads of Brocas and Sir Bennet Seely,, True
Two of the dangerous consorted traitors, True
That sought at Oxford thy dire overthrow., True
, True
HENRY BOLINGBROKE, True
, True
Thy pains, Fitzwater, shall not be forgot;, True
Right noble is thy merit, well I wot., True
, True
Enter HENRY PERCY, and the BISHOP OF CARLISLE, True
, True
HENRY PERCY, True
, True
The grand conspirator, Abbot of Westminster,, True
With clog of conscience and sour melancholy, True
Hath yielded up his body to the grave;, True
But here is Carlisle living, to abide, True
Thy kingly doom and sentence of his pride., True
, True
HENRY BOLINGBROKE, True
, True
Carlisle, this is your doom:, True
Choose out some secret place, some reverend room,, True
More than thou hast, and with it joy thy life;, True
So as thou livest in peace, die free from strife:, True
For though mine enemy thou hast ever been,, True
High sparks of honour in thee have I seen., True
, True
Enter EXTON, with persons bearing a coffin, True
, True
EXTON, True
, True
Great king, within this coffin I present, True
Thy buried fear: herein all breathless lies, True
The mightiest of thy greatest enemies,, True
Richard of Bordeaux, by me hither brought., True
, True
HENRY BOLINGBROKE, True
, True
Exton, I thank thee not; for thou hast wrought, True
A deed of slander with thy fatal hand, True
Upon my head and all this famous land., True
, True
EXTON, True
, True
From your own mouth, my lord, did I this deed., True
, True
HENRY BOLINGBROKE, True
, True
They love not poison that do poison need,, True
Nor do I thee: though I did wish him dead,, True
I hate the murderer, love him murdered., True
The guilt of conscience take thou for thy labour,, True
But neither my good word nor princely favour:, True
With Cain go wander through shades of night,, True
And never show thy head by day nor light., True
Lords, I protest, my soul is full of woe,, True
That blood should sprinkle me to make me grow:, True
Come, mourn with me for that I do lament,, True
And put on sullen black incontinent:, True
I'll make a voyage to the Holy Land,, True
To wash this blood off from my guilty hand:, True
March sadly after; grace my mournings here;, True
In weeping after this untimely bier., True
, True
Exeunt, True
, True
The Life and Death of Richard the Third, True
, True
ACT I, True
SCENE I. London. A street., True
, True
Enter GLOUCESTER, solus, True
, True
GLOUCESTER, True
, True
Now is the winter of our discontent, True
Made glorious summer by this sun of York;, True
And all the clouds that lour'd upon our house, True
In the deep bosom of the ocean buried., True
Now are our brows bound with victorious wreaths;, True
Our bruised arms hung up for monuments;, True
Our stern alarums changed to merry meetings,, True
Our dreadful marches to delightful measures., True
Grim-visaged war hath smooth'd his wrinkled front;, True
And now, instead of mounting barbed steeds, True
To fright the souls of fearful adversaries,, True
He capers nimbly in a lady's chamber, True
To the lascivious pleasing of a lute., True
But I, that am not shaped for sportive tricks,, True
Nor made to court an amorous looking-glass;, True
I, that am rudely stamp'd, and want love's majesty, True
To strut before a wanton ambling nymph;, True
I, that am curtail'd of this fair proportion,, True
Cheated of feature by dissembling nature,, True
Deformed, unfinish'd, sent before my time, True
Into this breathing world, scarce half made up,, True
And that so lamely and unfashionable, True
That dogs bark at me as I halt by them;, True
Why, I, in this weak piping time of peace,, True
Have no delight to pass away the time,, True
Unless to spy my shadow in the sun, True
And descant on mine own deformity:, True
And therefore, since I cannot prove a lover,, True
To entertain these fair well-spoken days,, True
I am determined to prove a villain, True
And hate the idle pleasures of these days., True
Plots have I laid, inductions dangerous,, True
By drunken prophecies, libels and dreams,, True
To set my brother Clarence and the king, True
In deadly hate the one against the other:, True
And if King Edward be as true and just, True
As I am subtle, false and treacherous,, True
This day should Clarence closely be mew'd up,, True
About a prophecy, which says that 'G', True
Of Edward's heirs the murderer shall be., True
Dive, thoughts, down to my soul: here, True
Clarence comes., True
, True
Enter CLARENCE, guarded, and BRAKENBURY, True
Brother, good day; what means this armed guard, True
That waits upon your grace?, True
, True
CLARENCE, True
, True
His majesty, True
Tendering my person's safety, hath appointed, True
This conduct to convey me to the Tower., True
, True
GLOUCESTER, True
, True
Upon what cause?, True
, True
CLARENCE, True
, True
Because my name is George., True
, True
GLOUCESTER, True
, True
Alack, my lord, that fault is none of yours;, True
He should, for that, commit your godfathers:, True
O, belike his majesty hath some intent, True
That you shall be new-christen'd in the Tower., True
But what's the matter, Clarence? may I know?, True
, True
CLARENCE, True
, True
Yea, Richard, when I know; for I protest, True
As yet I do not: but, as I can learn,, True
He hearkens after prophecies and dreams;, True
And from the cross-row plucks the letter G., True
And says a wizard told him that by G, True
His issue disinherited should be;, True
And, for my name of George begins with G,, True
It follows in his thought that I am he., True
These, as I learn, and such like toys as these, True
Have moved his highness to commit me now., True
, True
GLOUCESTER, True
, True
Why, this it is, when men are ruled by women:, True
'Tis not the king that sends you to the Tower:, True
My Lady Grey his wife, Clarence, 'tis she, True
That tempers him to this extremity., True
Was it not she and that good man of worship,, True
Anthony Woodville, her brother there,, True
That made him send Lord Hastings to the Tower,, True
From whence this present day he is deliver'd?, True
We are not safe, Clarence; we are not safe., True
, True
CLARENCE, True
, True
By heaven, I think there's no man is secure, True
But the queen's kindred and night-walking heralds, True
That trudge betwixt the king and Mistress Shore., True
Heard ye not what an humble suppliant, True
Lord hastings was to her for his delivery?, True
, True
GLOUCESTER, True
, True
Humbly complaining to her deity, True
Got my lord chamberlain his liberty., True
I'll tell you what; I think it is our way,, True
If we will keep in favour with the king,, True
To be her men and wear her livery:, True
The jealous o'erworn widow and herself,, True
Since that our brother dubb'd them gentlewomen., True
Are mighty gossips in this monarchy., True
, True
BRAKENBURY, True
, True
I beseech your graces both to pardon me;, True
His majesty hath straitly given in charge, True
That no man shall have private conference,, True
Of what degree soever, with his brother., True
, True
GLOUCESTER, True
, True
Even so; an't please your worship, Brakenbury,, True
You may partake of any thing we say:, True
We speak no treason, man: we say the king, True
Is wise and virtuous, and his noble queen, True
Well struck in years, fair, and not jealous;, True
We say that Shore's wife hath a pretty foot,, True
A cherry lip, a bonny eye, a passing pleasing tongue;, True
And that the queen's kindred are made gentle-folks:, True
How say you sir? Can you deny all this?, True
, True
BRAKENBURY, True
, True
With this, my lord, myself have nought to do., True
, True
GLOUCESTER, True
, True
Naught to do with mistress Shore! I tell thee, fellow,, True
He that doth naught with her, excepting one,, True
Were best he do it secretly, alone., True
, True
BRAKENBURY, True
, True
What one, my lord?, True
, True
GLOUCESTER, True
, True
Her husband, knave: wouldst thou betray me?, True
, True
BRAKENBURY, True
, True
I beseech your grace to pardon me, and withal, True
Forbear your conference with the noble duke., True
, True
CLARENCE, True
, True
We know thy charge, Brakenbury, and will obey., True
, True
GLOUCESTER, True
, True
We are the queen's abjects, and must obey., True
Brother, farewell: I will unto the king;, True
And whatsoever you will employ me in,, True
Were it to call King Edward's widow sister,, True
I will perform it to enfranchise you., True
Meantime, this deep disgrace in brotherhood, True
Touches me deeper than you can imagine., True
, True
CLARENCE, True
, True
I know it pleaseth neither of us well., True
, True
GLOUCESTER, True
, True
Well, your imprisonment shall not be long;, True
Meantime, have patience., True
, True
CLARENCE, True
, True
I must perforce. Farewell., True
, True
Exeunt CLARENCE, BRAKENBURY, and Guard, True
, True
GLOUCESTER, True
, True
Go, tread the path that thou shalt ne'er return., True
Simple, plain Clarence! I do love thee so,, True
That I will shortly send thy soul to heaven,, True
If heaven will take the present at our hands., True
But who comes here? the new-deliver'd Hastings?, True
, True
Enter HASTINGS, True
, True
HASTINGS, True
, True
Good time of day unto my gracious lord!, True
, True
GLOUCESTER, True
, True
As much unto my good lord chamberlain!, True
Well are you welcome to the open air., True
How hath your lordship brook'd imprisonment?, True
, True
HASTINGS, True
, True
With patience, noble lord, as prisoners must:, True
But I shall live, my lord, to give them thanks, True
That were the cause of my imprisonment., True
, True
GLOUCESTER, True
, True
No doubt, no doubt; and so shall Clarence too;, True
For they that were your enemies are his,, True
And have prevail'd as much on him as you., True
, True
HASTINGS, True
, True
More pity that the eagle should be mew'd,, True
While kites and buzzards prey at liberty., True
, True
GLOUCESTER, True
, True
What news abroad?, True
, True
HASTINGS, True
, True
No news so bad abroad as this at home;, True
The King is sickly, weak and melancholy,, True
And his physicians fear him mightily., True
, True
GLOUCESTER, True
, True
Now, by Saint Paul, this news is bad indeed., True
O, he hath kept an evil diet long,, True
And overmuch consumed his royal person:, True
'Tis very grievous to be thought upon., True
What, is he in his bed?, True
, True
HASTINGS, True
, True
He is., True
, True
GLOUCESTER, True
, True
Go you before, and I will follow you., True
, True
Exit HASTINGS, True
He cannot live, I hope; and must not die, True
Till George be pack'd with post-horse up to heaven., True
I'll in, to urge his hatred more to Clarence,, True
With lies well steel'd with weighty arguments;, True
And, if I fall not in my deep intent,, True
Clarence hath not another day to live:, True
Which done, God take King Edward to his mercy,, True
And leave the world for me to bustle in!, True
For then I'll marry Warwick's youngest daughter., True
What though I kill'd her husband and her father?, True
The readiest way to make the wench amends, True
Is to become her husband and her father:, True
The which will I; not all so much for love, True
As for another secret close intent,, True
By marrying her which I must reach unto., True
But yet I run before my horse to market:, True
Clarence still breathes; Edward still lives and reigns:, True
When they are gone, then must I count my gains., True
, True
Exit, True
, True
SCENE II. The same. Another street., True
, True
Enter the corpse of KING HENRY the Sixth, Gentlemen with halberds to guard it; LADY ANNE being the mourner, True
, True
LADY ANNE, True
, True
Set down, set down your honourable load,, True
If honour may be shrouded in a hearse,, True
Whilst I awhile obsequiously lament, True
The untimely fall of virtuous Lancaster., True
Poor key-cold figure of a holy king!, True
Pale ashes of the house of Lancaster!, True
Thou bloodless remnant of that royal blood!, True
Be it lawful that I invocate thy ghost,, True
To hear the lamentations of Poor Anne,, True
Wife to thy Edward, to thy slaughter'd son,, True
Stabb'd by the selfsame hand that made these wounds!, True
Lo, in these windows that let forth thy life,, True
I pour the helpless balm of my poor eyes., True
Cursed be the hand that made these fatal holes!, True
Cursed be the heart that had the heart to do it!, True
Cursed the blood that let this blood from hence!, True
More direful hap betide that hated wretch,, True
That makes us wretched by the death of thee,, True
Than I can wish to adders, spiders, toads,, True
Or any creeping venom'd thing that lives!, True
If ever he have child, abortive be it,, True
Prodigious, and untimely brought to light,, True
Whose ugly and unnatural aspect, True
May fright the hopeful mother at the view;, True
And that be heir to his unhappiness!, True
If ever he have wife, let her he made, True
A miserable by the death of him, True
As I am made by my poor lord and thee!, True
Come, now towards Chertsey with your holy load,, True
Taken from Paul's to be interred there;, True
And still, as you are weary of the weight,, True
Rest you, whiles I lament King Henry's corse., True
, True
Enter GLOUCESTER, True
, True
GLOUCESTER, True
, True
Stay, you that bear the corse, and set it down., True
, True
LADY ANNE, True
, True
What black magician conjures up this fiend,, True
To stop devoted charitable deeds?, True
, True
GLOUCESTER, True
, True
Villains, set down the corse; or, by Saint Paul,, True
I'll make a corse of him that disobeys., True
, True
Gentleman, True
, True
My lord, stand back, and let the coffin pass., True
, True
GLOUCESTER, True
, True
Unmanner'd dog! stand thou, when I command:, True
Advance thy halbert higher than my breast,, True
Or, by Saint Paul, I'll strike thee to my foot,, True
And spurn upon thee, beggar, for thy boldness., True
, True
LADY ANNE, True
, True
What, do you tremble? are you all afraid?, True
Alas, I blame you not; for you are mortal,, True
And mortal eyes cannot endure the devil., True
Avaunt, thou dreadful minister of hell!, True
Thou hadst but power over his mortal body,, True
His soul thou canst not have; therefore be gone., True
, True
GLOUCESTER, True
, True
Sweet saint, for charity, be not so curst., True
, True
LADY ANNE, True
, True
Foul devil, for God's sake, hence, and trouble us not;, True
For thou hast made the happy earth thy hell,, True
Fill'd it with cursing cries and deep exclaims., True
If thou delight to view thy heinous deeds,, True
Behold this pattern of thy butcheries., True
O, gentlemen, see, see! dead Henry's wounds, True
Open their congeal'd mouths and bleed afresh!, True
Blush, Blush, thou lump of foul deformity;, True
For 'tis thy presence that exhales this blood, True
From cold and empty veins, where no blood dwells;, True
Thy deed, inhuman and unnatural,, True
Provokes this deluge most unnatural., True
O God, which this blood madest, revenge his death!, True
O earth, which this blood drink'st revenge his death!, True
Either heaven with lightning strike the, True
murderer dead,, True
Or earth, gape open wide and eat him quick,, True
As thou dost swallow up this good king's blood, True
Which his hell-govern'd arm hath butchered!, True
, True
GLOUCESTER, True
, True
Lady, you know no rules of charity,, True
Which renders good for bad, blessings for curses., True
, True
LADY ANNE, True
, True
Villain, thou know'st no law of God nor man:, True
No beast so fierce but knows some touch of pity., True
, True
GLOUCESTER, True
, True
But I know none, and therefore am no beast., True
, True
LADY ANNE, True
, True
O wonderful, when devils tell the truth!, True
, True
GLOUCESTER, True
, True
More wonderful, when angels are so angry., True
Vouchsafe, divine perfection of a woman,, True
Of these supposed-evils, to give me leave,, True
By circumstance, but to acquit myself., True
, True
LADY ANNE, True
, True
Vouchsafe, defused infection of a man,, True
For these known evils, but to give me leave,, True
By circumstance, to curse thy cursed self., True
, True
GLOUCESTER, True
, True
Fairer than tongue can name thee, let me have, True
Some patient leisure to excuse myself., True
, True
LADY ANNE, True
, True
Fouler than heart can think thee, thou canst make, True
No excuse current, but to hang thyself., True
, True
GLOUCESTER, True
, True
By such despair, I should accuse myself., True
, True
LADY ANNE, True
, True
And, by despairing, shouldst thou stand excused;, True
For doing worthy vengeance on thyself,, True
Which didst unworthy slaughter upon others., True
, True
GLOUCESTER, True
, True
Say that I slew them not?, True
, True
LADY ANNE, True
, True
Why, then they are not dead:, True
But dead they are, and devilish slave, by thee., True
, True
GLOUCESTER, True
, True
I did not kill your husband., True
, True
LADY ANNE, True
, True
Why, then he is alive., True
, True
GLOUCESTER, True
, True
Nay, he is dead; and slain by Edward's hand., True
, True
LADY ANNE, True
, True
In thy foul throat thou liest: Queen Margaret saw, True
Thy murderous falchion smoking in his blood;, True
The which thou once didst bend against her breast,, True
But that thy brothers beat aside the point., True
, True
GLOUCESTER, True
, True
I was provoked by her slanderous tongue,, True
which laid their guilt upon my guiltless shoulders., True
, True
LADY ANNE, True
, True
Thou wast provoked by thy bloody mind., True
Which never dreamt on aught but butcheries:, True
Didst thou not kill this king?, True
, True
GLOUCESTER, True
, True
I grant ye., True
, True
LADY ANNE, True
, True
Dost grant me, hedgehog? then, God grant me too, True
Thou mayst be damned for that wicked deed!, True
O, he was gentle, mild, and virtuous!, True
, True
GLOUCESTER, True
, True
The fitter for the King of heaven, that hath him., True
, True
LADY ANNE, True
, True
He is in heaven, where thou shalt never come., True
, True
GLOUCESTER, True
, True
Let him thank me, that holp to send him thither;, True
For he was fitter for that place than earth., True
, True
LADY ANNE, True
, True
And thou unfit for any place but hell., True
, True
GLOUCESTER, True
, True
Yes, one place else, if you will hear me name it., True
, True
LADY ANNE, True
, True
Some dungeon., True
, True
GLOUCESTER, True
, True
Your bed-chamber., True
, True
LADY ANNE, True
, True
Ill rest betide the chamber where thou liest!, True
, True
GLOUCESTER, True
, True
So will it, madam till I lie with you., True
, True
LADY ANNE, True
, True
I hope so., True
, True
GLOUCESTER, True
, True
I know so. But, gentle Lady Anne,, True
To leave this keen encounter of our wits,, True
And fall somewhat into a slower method,, True
Is not the causer of the timeless deaths, True
Of these Plantagenets, Henry and Edward,, True
As blameful as the executioner?, True
, True
LADY ANNE, True
, True
Thou art the cause, and most accursed effect., True
, True
GLOUCESTER, True
, True
Your beauty was the cause of that effect;, True
Your beauty: which did haunt me in my sleep, True
To undertake the death of all the world,, True
So I might live one hour in your sweet bosom., True
, True
LADY ANNE, True
, True
If I thought that, I tell thee, homicide,, True
These nails should rend that beauty from my cheeks., True
, True
GLOUCESTER, True
, True
These eyes could never endure sweet beauty's wreck;, True
You should not blemish it, if I stood by:, True
As all the world is cheered by the sun,, True
So I by that; it is my day, my life., True
, True
LADY ANNE, True
, True
Black night o'ershade thy day, and death thy life!, True
, True
GLOUCESTER, True
, True
Curse not thyself, fair creature thou art both., True
, True
LADY ANNE, True
, True
I would I were, to be revenged on thee., True
, True
GLOUCESTER, True
, True
It is a quarrel most unnatural,, True
To be revenged on him that loveth you., True
, True
LADY ANNE, True
, True
It is a quarrel just and reasonable,, True
To be revenged on him that slew my husband., True
, True
GLOUCESTER, True
, True
He that bereft thee, lady, of thy husband,, True
Did it to help thee to a better husband., True
, True
LADY ANNE, True
, True
His better doth not breathe upon the earth., True
, True
GLOUCESTER, True
, True
He lives that loves thee better than he could., True
, True
LADY ANNE, True
, True
Name him., True
, True
GLOUCESTER, True
, True
Plantagenet., True
, True
LADY ANNE, True
, True
Why, that was he., True
, True
GLOUCESTER, True
, True
The selfsame name, but one of better nature., True
, True
LADY ANNE, True
, True
Where is he?, True
, True
GLOUCESTER, True
, True
Here., True
, True
She spitteth at him, True
Why dost thou spit at me?, True
, True
LADY ANNE, True
, True
Would it were mortal poison, for thy sake!, True
, True
GLOUCESTER, True
, True
Never came poison from so sweet a place., True
, True
LADY ANNE, True
, True
Never hung poison on a fouler toad., True
Out of my sight! thou dost infect my eyes., True
, True
GLOUCESTER, True
, True
Thine eyes, sweet lady, have infected mine., True
, True
LADY ANNE, True
, True
Would they were basilisks, to strike thee dead!, True
, True
GLOUCESTER, True
, True
I would they were, that I might die at once;, True
For now they kill me with a living death., True
Those eyes of thine from mine have drawn salt tears,, True
Shamed their aspect with store of childish drops:, True
These eyes that never shed remorseful tear,, True
No, when my father York and Edward wept,, True
To hear the piteous moan that Rutland made, True
When black-faced Clifford shook his sword at him;, True
Nor when thy warlike father, like a child,, True
Told the sad story of my father's death,, True
And twenty times made pause to sob and weep,, True
That all the standers-by had wet their cheeks, True
Like trees bedash'd with rain: in that sad time, True
My manly eyes did scorn an humble tear;, True
And what these sorrows could not thence exhale,, True
Thy beauty hath, and made them blind with weeping., True
I never sued to friend nor enemy;, True
My tongue could never learn sweet smoothing word;, True
But now thy beauty is proposed my fee,, True
My proud heart sues, and prompts my tongue to speak., True
, True
She looks scornfully at him, True
Teach not thy lips such scorn, for they were made, True
For kissing, lady, not for such contempt., True
If thy revengeful heart cannot forgive,, True
Lo, here I lend thee this sharp-pointed sword;, True
Which if thou please to hide in this true bosom., True
And let the soul forth that adoreth thee,, True
I lay it naked to the deadly stroke,, True
And humbly beg the death upon my knee., True
, True
He lays his breast open: she offers at it with his sword, True
Nay, do not pause; for I did kill King Henry,, True
But 'twas thy beauty that provoked me., True
Nay, now dispatch; 'twas I that stabb'd young Edward,, True
But 'twas thy heavenly face that set me on., True
, True
Here she lets fall the sword, True
Take up the sword again, or take up me., True
, True
LADY ANNE, True
, True
Arise, dissembler: though I wish thy death,, True
I will not be the executioner., True
, True
GLOUCESTER, True
, True
Then bid me kill myself, and I will do it., True
, True
LADY ANNE, True
, True
I have already., True
, True
GLOUCESTER, True
, True
Tush, that was in thy rage:, True
Speak it again, and, even with the word,, True
That hand, which, for thy love, did kill thy love,, True
Shall, for thy love, kill a far truer love;, True
To both their deaths thou shalt be accessary., True
, True
LADY ANNE, True
, True
I would I knew thy heart., True
, True
GLOUCESTER, True
, True
'Tis figured in my tongue., True
, True
LADY ANNE, True
, True
I fear me both are false., True
, True
GLOUCESTER, True
, True
Then never man was true., True
, True
LADY ANNE, True
, True
Well, well, put up your sword., True
, True
GLOUCESTER, True
, True
Say, then, my peace is made., True
, True
LADY ANNE, True
, True
That shall you know hereafter., True
, True
GLOUCESTER, True
, True
But shall I live in hope?, True
, True
LADY ANNE, True
, True
All men, I hope, live so., True
, True
GLOUCESTER, True
, True
Vouchsafe to wear this ring., True
, True
LADY ANNE, True
, True
